state,county,NAME
29,227,"Worth County, Missouri"
02,275,"Wrangell City and Borough, Alaska"
19,197,"Wright County, Iowa"
27,171,"Wright County, Minnesota"
29,229,"Wright County, Missouri"
39,175,"Wyandot County, Ohio"
20,209,"Wyandotte County, Kansas"
36,121,"Wyoming County, New York"
42,131,"Wyoming County, Pennsylvania"
54,109,"Wyoming County, West Virginia"
51,197,"Wythe County, Virginia"
72,151,"Yabucoa Municipio, Puerto Rico"
37,197,"Yadkin County, North Carolina"
53,077,"Yakima County, Washington"
02,282,"Yakutat City and Borough, Alaska"
28,161,"Yalobusha County, Mississippi"
41,071,"Yamhill County, Oregon"
37,199,"Yancey County, North Carolina"
46,135,"Yankton County, South Dakota"
36,123,"Yates County, New York"
72,153,"Yauco Municipio, Puerto Rico"
04,025,"Yavapai County, Arizona"
28,163,"Yazoo County, Mississippi"
05,149,"Yell County, Arkansas"
27,173,"Yellow Medicine County, Minnesota"
30,111,"Yellowstone County, Montana"
48,501,"Yoakum County, Texas"
06,113,"Yolo County, California"
23,031,"York County, Maine"
31,185,"York County, Nebraska"
42,133,"York County, Pennsylvania"
45,091,"York County, South Carolina"
51,199,"York County, Virginia"
48,503,"Young County, Texas"
06,115,"Yuba County, California"
02,290,"Yukon-Koyukuk Census Area, Alaska"
04,027,"Yuma County, Arizona"
08,125,"Yuma County, Colorado"
48,505,"Zapata County, Texas"
48,507,"Zavala County, Texas"
46,137,"Ziebach County, South Dakota"
